flightNumber,originIATA,destinationIATA,airline,aircraftID,year,month
98177,LAS,NAN,Iberia,RF04HL5J9KK637625,2018,05
93416,CHC,CGH,American,E4VT6P908NCV86799,2018,05
78487,LAS,AKL,Emirates,N74RX4GHEAX269098,2018,05
20289,CKG,SCL,Emirates,N2B79T71KPMY51241,2018,05
24249,KUL,ASP,Iberia,RPV7W4X398JY95974,2018,05
92583,POM,JED,British Airways,3MGCDT63ESAU44882,2018,05
34712,SLC,TXL,LATAM,0KC5T38ZS1N640587,2018,05
27087,MAN,FLL,Qatar,EDLWCS8T53KR15451,2018,05
56868,CDG,XIY,Qatar,9BVWP8RHK6BK90812,2018,05
59346,MEL,SHA,Emirates,CA6ZYLNCGRL567552,2018,05
20217,SEA,PLZ,British Airways,04V252D4PHP417920,2018,05
69732,LHR,MUC,Emirates,F7GK5GRRLEHW54478,2018,05
53099,CGK,ORL,Emirates,AJLC92NDKMVE31228,2018,05
93006,MEX,ABJ,LATAM,6HRV40F1UVD098807,2018,05
11185,CKG,YVR,British Airways,4CG91S3N8RDK66882,2018,05
29815,AGA,SFO,Iberia,97ZMS1GJEUYK80741,2018,05
61748,HTI,SSH,American,PAPFRN6C1BNJ19373,2018,05
14920,IAD,MEX,Emirates,5BYU1UXTV8MR76492,2018,05
11857,TIJ,XIY,American,M0C1HNBZH7PV42065,2018,05
84865,CHC,XIY,Emirates,C3SXRHJJWRT293153,2018,06
90774,GIG,SEA,Qatar,262P4WA9BVM122610,2018,06
70711,IAH,BOM,Qatar,E93379PGXJYH29926,2018,06
39056,POA,SAN,British Airways,KE1LMN89KLHV50366,2018,06
80565,TUN,LGA,American,PPPDKYX2ZGPA95855,2018,06
70880,HGH,SLC,Iberia,5HEMW8X6A8BD29036,2018,06
72236,BEL,AGP,Iberia,S8W6EJ3AYPMH42612,2018,06
36353,DUR,DXB,Iberia,UYGUNUEASMZU78333,2018,06
22134,SGN,DAR,British Airways,WF29PW6A2XAW45441,2018,06
79680,MKY,MCY,American,ECS0L862DPTZ57572,2018,06
93279,SYD,KIX,LATAM,A87RLKEK3FXK38663,2018,06
52246,ADL,ADL,British Airways,P9P5M2TL2EZ450479,2018,06
56031,ABV,GDL,British Airways,GYP3VWTCCYK798944,2018,06
57560,NRT,BWI,American,1XPNAYJ27AJ871169,2018,06
55562,MSP,CNS,American,HFZ87XJLP3WK47094,2018,06
47767,NPE,PMR,Qatar,AFM12KKHP8P239480,2018,06
81626,KIX,NSN,American,XKAFNE715SJB40659,2018,06
88764,VIE,DUS,Iberia,ZRUNNNWEMYXC31111,2018,06
66891,HKG,YYZ,LATAM,JJ0PV0EBMSMB51307,2018,06
32548,HRG,ICN,Iberia,CSRR2A1FR8V916772,2018,06
30977,ALG,GYN,LATAM,93ELU6AP0WNJ45851,2018,06
19330,PMI,ATH,Iberia,7FDA2D64B6YK29844,2018,06
57752,CAN,SSA,British Airways,THSY2KRLW1E967122,2018,06
38712,DEL,CPH,LATAM,NNXJ9P6UF8CV41020,2018,06
66311,BWI,PER,LATAM,FUVWG1KF0DKY52988,2018,06
24240,DAR,TUN,Qatar,16TJTKG5AHTY83752,2018,06
39157,ACC,GDL,LATAM,FE9LG7KYR2DG32915,2018,06
38323,PHX,PMI,American,WG1C8YKU7EB618086,2018,06
74323,ORN,CHC,Iberia,X9HUT0NRP1Y820411,2018,06
61542,SEA,BOM,British Airways,MNMAJJV0FBPJ89742,2018,06
80838,BRU,CLT,Emirates,NVDZE5FCZ9GD70761,2018,07
19359,ATL,CGH,Emirates,XPA49JJ6X6PM55505,2018,07
83858,LGA,SFO,Qatar,4LJ5DHLUMEBZ56596,2018,07
42235,PLZ,FRA,American,VK8RN3DYSTFA22588,2018,07
96780,ABV,SSA,LATAM,4PXBJEL0TFMH90860,2018,07
66757,IAH,EWR,American,D8YTFDEND8CC26293,2018,07
45266,SGN,DLA,Iberia,1BPCK7EMB1NV15451,2018,07
45742,DMK,CGK,British Airways,XTLWLST131S261984,2018,07
12823,CDG,GIG,LATAM,RX7VTA9EN8WY85203,2018,07
27249,NKG,AMS,Emirates,PM9FX6UGT5WA39744,2018,07
26021,IAD,ADL,Qatar,2ELPUDSY6RYD28975,2018,07
82385,GIG,CUN,LATAM,D472U5T91VEK64816,2018,07
77794,MDW,POA,Emirates,MZGSFZYCH9PZ72891,2018,07
17536,GIG,SYD,Iberia,33BCTX5PAXKG42092,2018,07
13061,YVR,LIM,Emirates,JZ4GX2NACAP058068,2018,07
92676,TSV,DJE,Iberia,R8FMKG8LYYEL55220,2018,07
26539,TIJ,LIS,American,F9RRXAMT5VTR32465,2018,07
67814,MAD,DJE,Emirates,HZ6GWXH225NB41177,2018,07
80814,NTL,MIR,American,K0S0GZASJWSL22272,2018,07
99110,HEL,GYN,American,EJVP1CG8YMRU51819,2018,07
63600,FLL,TUN,Qatar,DHPG3GSYU0JM57320,2018,07
58343,IAD,DCA,Emirates,THJ0SEFM53MK71801,2018,07
88345,ZQN,SJO,British Airways,7R81SMM2TJB698230,2018,07
43321,ORD,BCN,British Airways,BKNRKWYXT7UH51136,2018,07
97498,NBO,AGP,Qatar,F9HCNEDWMXNE81538,2018,07
81403,CHC,EBB,Emirates,8CXZYJG0RSLD21801,2018,07
29195,ADD,KTA,American,ZHWL4GZ5S4DA86390,2018,07
89552,BOG,CGH,Emirates,8R07T77AZ6LR58736,2018,07
29708,SHA,ZQN,British Airways,1BAMW37TD9ZF84979,2018,07
99328,MAN,VIE,British Airways,FRH582B63LAV80066,2018,07
62667,CLT,OOL,LATAM,HMYJ8GMZMBEU91104,2018,08
29426,YVR,FCO,LATAM,6NVV2T3MNLG135742,2018,08
98048,AYT,SLC,LATAM,S7ANXPYX62VK24886,2018,08
97160,CPT,ABJ,LATAM,LA1G4CEVWBK944197,2018,08
86581,KRT,POM,British Airways,E1Z1D2X2G0D463871,2018,08
50495,HTI,LGA,Qatar,A00A913NT1PB57881,2018,08
66793,CUZ,CBR,Qatar,GFVTVJFV5HKY17361,2018,08
56570,RAK,RUN,British Airways,68CF37ZLSML335120,2018,08
83464,KRT,ATL,Emirates,VEEWRN9H66AX77589,2018,08
69813,PMI,GRU,Iberia,RYDRVXSXS6Y685524,2018,08
31415,HND,BSB,Qatar,FL3RVEALFHZH36621,2018,08
31983,ROK,XIY,Qatar,CS9X1XXTZRLX98600,2018,08
93710,FCO,SVO,American,2ZCYZ390TLSL91462,2018,08
75250,MDW,MUC,Qatar,HAFDBKGCVFJ976602,2018,08
41649,TIJ,PEK,British Airways,G2C7GG1UFDL965370,2018,08
19439,STN,DKR,British Airways,0943AEUJ4TRN43087,2018,08
22164,WLG,DKR,American,LZ8BZCA8XZSM91742,2018,08
85175,CGH,LAS,British Airways,0YXX5ZW5TJHX68979,2018,08
91198,NSN,HRG,American,TMXW7ZP3GTVA77643,2018,08
16001,ADL,FCO,Qatar,DJP3997406R449058,2018,08
87991,MAD,NAN,Iberia,AXM64DYV8AHF97467,2018,08
10533,JNB,CMN,Qatar,DWAWN5UY8AB370364,2018,08
62100,NKG,PTY,Emirates,9R50BDZLSNRL81495,2018,08
30726,XIY,NRT,Qatar,BYML6C4ZW6YN86553,2018,08
44256,NBO,PHE,Emirates,DEJSAASKDANS35647,2018,08
32518,MCO,MDW,American,JG16UVR7S3DW85199,2018,08
19843,HAV,EBB,Emirates,EXSNYYDAD4SP35933,2018,08
31260,CHC,CPT,Qatar,48AA541NWGM192478,2018,08
24910,AEP,PHL,British Airways,6ZFA16JXJWWT66659,2018,08
95667,CMN,BWI,American,FHKNMWD0ZZXG96125,2018,08
34191,HBA,BKK,American,1T52GZU61RTL57231,2018,09
41018,GRU,FRA,Qatar,45D33KXDH7KY23132,2018,09
75377,WLG,ARN,LATAM,S3NS4A4ZDEKA27471,2018,09
24646,NKG,RAK,British Airways,XM9NLKPTJNGL21374,2018,09
47223,TUN,GDL,Emirates,BCKMURFA6FYK31041,2018,09
30379,MIA,PER,Emirates,8KKZ3YFUDPFF95968,2018,09
83545,EWR,NTL,LATAM,RXT0UGVYLMNS25663,2018,09
29629,ORD,MSP,Iberia,9LV0KDY3DYFY68717,2018,09
54869,DEN,LGA,American,T5DF360RE1PG48642,2018,09
24546,DMK,CBR,Emirates,BBJ7MB88B5YH80633,2018,09
23360,LAD,SFO,LATAM,9VALZ0TTWUE678026,2018,09
51741,SZX,KIX,British Airways,WLT6UHN99AEW36710,2018,09
73622,PMR,AKL,LATAM,M75T5UKJ1XJZ18285,2018,09
84306,DXB,MAN,British Airways,WNPNU25H6HT299624,2018,09
66968,BRU,SAN,American,ZPPXCGLDYDC649427,2018,09
84606,KMG,LAX,Qatar,KB8AKBD8KVZJ64110,2018,09
27596,ICN,NPE,Iberia,HV9369LJMTV021874,2018,09
23594,XIY,DEN,Iberia,YZ46T48NMGAB95777,2018,09
85768,CTU,IAD,Qatar,0ZZFLDNH50G011254,2018,09
58807,ORL,PEK,LATAM,6531BSH58STN55168,2018,09
65223,WLG,CNS,American,NZRUVWG0FNM023880,2018,09
15643,OOL,SHA,Qatar,LBZRPFUDY8M695421,2018,09
32460,NPE,MKY,British Airways,E2FG2ZLLUGWM19308,2018,09
67358,CTU,VIE,British Airways,G2NBSTCSJWUZ12032,2018,09
43098,DXB,PEK,LATAM,2TTSPEXV6LXD76797,2018,09
23971,KIX,CNF,American,KLC8E9T0T1UC11118,2018,09
62804,NBO,HBE,American,LRRHBKU2KNEZ84522,2018,09
47117,CLT,SIN,British Airways,UGVGJC352WDD64538,2018,09
93519,AGP,OOL,British Airways,0NVL3DW70VW576920,2018,09
19851,ZRH,SSH,American,B8DVBPUL9SAN26742,2018,09
26037,GIG,ABV,Qatar,DNS5CGLP1AT823654,2018,10
50923,HND,IST,Iberia,8YGM1SP2P9CH61175,2018,10
46309,PLZ,ABJ,British Airways,PSZN5Y516VRK99432,2018,10
16938,NAN,DME,Emirates,WHHAGP1R5YXM57743,2018,10
83898,ATH,ATH,Qatar,JJU92BTLV7UW80613,2018,10
81150,ARN,MDW,American,YK90N7SPKFPB68465,2018,10
60347,MSP,CAI,Emirates,X09ZP67BSNV792380,2018,10
20584,SHA,TPE,British Airways,BKYUS6X1T3WR10005,2018,10
90832,HRG,MUN,LATAM,KBRVTM93MTCE37829,2018,10
36275,LIM,WLG,Emirates,LTAWJUEF1UKS33046,2018,10
36922,BOG,WLG,Iberia,EH4TEKTKGAYV16496,2018,10
53870,DUR,FLN,Iberia,7JAUTE7RGRUJ84079,2018,10
53112,MCO,TIJ,LATAM,4WBM94G2R2H371468,2018,10
38898,GDL,AYT,LATAM,HX1J389059US77391,2018,10
93943,LIM,REC,Iberia,W9Y36MVVCATC22384,2018,10
93801,VIE,IAD,American,10K38XM8L4E311586,2018,10
74576,MDW,ATL,Qatar,BSE702XMYDSM99204,2018,10
25993,GRU,NBO,Emirates,7W59RSK06HV717880,2018,10
63188,CLT,DXB,Emirates,3U1WET3Y0MTV23605,2018,10
33277,LAD,KRT,Qatar,3TNY9PBD9UL913042,2018,10
31721,FOR,PER,LATAM,EBCUXTF3AGXC76126,2018,10
50776,ORL,PEK,Qatar,VMTFUAEGHPAN34493,2018,10
30994,JFK,DMK,LATAM,TCTCZJKREWYV67287,2018,10
11861,SAW,ATH,British Airways,FZX2WTLNXNGR11698,2018,10
73597,HTI,TSV,Qatar,PBDVBYP9GKFX67140,2018,10
85205,REC,NAN,American,R90FRMRBWAB582231,2018,10
61456,BOS,CAN,LATAM,TYHWVH6RSMKL59989,2018,10
49642,CUN,FCO,Qatar,ZVT5JUHM69YM34037,2018,10
47994,GDL,HND,LATAM,U2BJX6BSVFMZ33486,2018,10
85729,MAD,TIJ,British Airways,UMRCFAW9R5ZP44428,2018,10
61918,LGA,SLC,LATAM,BA3LV9J3CGUN55432,2018,11
30910,DME,NRT,LATAM,EEMPTXHPBYFB37384,2018,11
37919,BEL,HBA,LATAM,7PHPPB6A1ZAB60988,2018,11
56152,NKG,BEL,British Airways,FTH0X1TDB1GB42196,2018,11
22733,BWI,DEN,American,FT92ZYRA54RS42528,2018,11
47603,CAI,GRU,British Airways,N4953NM4JFWH95002,2018,11
47758,CUZ,SDU,American,DU5ZF7E2U2BU33784,2018,11
16464,DUD,NTL,British Airways,ZGRBL19HXAL265574,2018,11
37206,DRW,GDL,Qatar,F4JFSF1YS6RA73255,2018,11
28807,CLT,DRW,LATAM,HBKGJPBYNVW227652,2018,11
38065,KRT,ABJ,American,WX2KSZBJE8UA51478,2018,11
42705,PMR,ORL,LATAM,50TK5Y0LM9VP74085,2018,11
54100,GYN,SLC,LATAM,PPJHE42V6WYR54109,2018,11
58192,HBE,LAX,LATAM,VHDBKPCE5XPW82942,2018,11
73766,LAD,KRT,American,AHWZ0VE1TXD893101,2018,11
13003,NKG,WLG,British Airways,D1BC7C5JBWT251971,2018,11
47779,AEP,MSP,Iberia,3P1F1EWLU1LK94480,2018,11
45519,VIE,ORD,Qatar,S1CRVYTMAXM531468,2018,11
83430,CLT,ADL,Qatar,9G4GLKFADFB447233,2018,11
34287,PMR,RUN,American,H79J3EVX6NVC74825,2018,11
92630,MCY,MAN,Emirates,E3T72JCZCXMP45458,2018,11
37217,ACC,DUR,LATAM,0BZVWUDMB8LJ51572,2018,11
79005,MKY,BOG,British Airways,WJ6GC9ZVPSTK89906,2018,11
10212,CWB,BCN,British Airways,SKGFSBP098J915754,2018,11
10374,DXB,CTU,American,D81G0TG548RA51271,2018,11
40775,POM,VIE,American,3RJ8J20L1BXX19565,2018,11
95270,GIG,LOS,Qatar,YJ61CFD8W5JM31446,2018,11
85649,AYT,MNL,Emirates,BHN3JPFH09JL35937,2018,11
92488,AEP,KRT,Qatar,EHC0XCBM7FFS24956,2018,11
86547,NAN,MAD,British Airways,Y7REPEGCNEHV35222,2018,11
24453,STN,BNE,Qatar,KJV6TXMCAVA164867,2018,12
64119,FCO,SFO,Iberia,X77BRUNR3LSU36704,2018,12
88198,ACC,PHX,British Airways,L07AEJUXHUTW89988,2018,12
32947,CUN,NPE,British Airways,55SKF3Z7VTTX78482,2018,12
35888,BSB,AGP,American,773VVVJLL9P546786,2018,12
39147,DMK,GDL,Emirates,APDN9RW03EVR32529,2018,12
22792,MAD,TIJ,Iberia,ULKWBE14UEWB82150,2018,12
43747,DEN,MNL,LATAM,L2MTVVKTUUL315218,2018,12
55097,XIY,CBR,British Airways,VBYXHPW84NCX72594,2018,12
31826,SIN,HTI,LATAM,BCYAAVJNC0P884839,2018,12
70457,DEL,DXB,British Airways,DRDFUMPMYBSV61898,2018,12
14125,STN,JNB,Emirates,9JJW4KV92VEK83110,2018,12
97105,GRU,CBR,Qatar,SMJYJRFXZ6VT63545,2018,12
29029,DAR,PTY,Emirates,3935YYE7C3AR44987,2018,12
97002,YYZ,LHR,British Airways,MAYG2HTMGBTV41784,2018,12
88412,EZE,HBE,British Airways,GX37M9R8JSV295897,2018,12
28148,HBE,CLT,LATAM,WVB768CHHRYV70556,2018,12
17719,HBE,FLL,LATAM,0T5HGAEMFVDG24168,2018,12
14110,CMN,MIA,Qatar,PB4MA936ESAM68935,2018,12
42419,SAN,IST,American,H5HTTJH598DX27592,2018,12
32082,PLZ,CPT,LATAM,0PLAUC9YT1PM65028,2018,12
80720,ZRH,LGW,Iberia,H3P59K1ZUFD630758,2018,12
79496,MAD,SAN,LATAM,UKE26LMKHWZV42228,2018,12
20179,AEP,LIM,Qatar,1JFMBNN1HFJH14138,2018,12
49217,PMI,CUN,American,XEZULRFMX2RR48679,2018,12
33665,PVG,LOS,British Airways,76FYLCLFC2YG39392,2018,12
14353,MDW,MEL,Qatar,0RW0ZATU1ZD174410,2018,12
96946,HND,SZX,LATAM,ZDA1KL1W56DC99421,2018,12
77225,GYN,ROK,LATAM,2CPUVUT767RW30427,2018,12
13898,TSV,PEK,American,GNXMSXLM1MEX41422,2018,12
72972,EWR,LIS,Emirates,N4XH6LMZRUY079624,2019,01
70499,SZX,KRT,American,7WCJP4WZH3TC31146,2019,01
71821,BNE,CUZ,Emirates,4V44Z2MKZLPD73715,2019,01
79379,DXB,HBA,Qatar,FM5DVM703WG144095,2019,01
70776,DAR,MCY,Iberia,TU14PWNUDJNE71273,2019,01
94219,BKK,PEK,LATAM,AVG7GRY0HEXL71474,2019,01
98777,HRG,ZRH,LATAM,V9T73E4RDPWF97754,2019,01
93159,ICN,LGA,Iberia,EGYYBX1EHAF450778,2019,01
47988,STN,PHX,British Airways,66WJ4Z2F0GMA10540,2019,01
54642,SZX,AMS,Qatar,E3GY7ATNXBFL54695,2019,01
82256,ACC,REC,Iberia,8HXAK6A7VRGR29002,2019,01
16245,ASP,CJU,LATAM,WF2H5LNYCMBZ15950,2019,01
89757,IST,CHC,Iberia,0VMHMN0U0WRZ36830,2019,01
54020,DUB,LST,Iberia,UPHLSTM3AMNK99249,2019,01
31595,LGA,DEN,Qatar,F66YP1RA6KR584895,2019,01
12686,JED,DUR,American,V3HRPW569FBP10002,2019,01
15321,DUR,IAH,LATAM,169M1T6WJ3RB81668,2019,01
64333,BKK,ORN,British Airways,W967R8FF0WS514261,2019,01
44378,CWB,ICN,British Airways,2H8US2B2XAR667227,2019,01
54430,CNS,JNB,Emirates,VHX8NTKL2AX566420,2019,01
12808,DLA,SLC,Emirates,GRBB93BYL7NG11291,2019,01
45305,AKL,FOR,American,8KF1B28PTVRG87529,2019,01
26418,FLN,MRU,LATAM,5BRZDFFLT1SA74432,2019,01
55281,KRT,ATH,LATAM,M1HCNMB0N8EN66176,2019,01
97974,GYN,ATH,Qatar,SH8G91L4HPEP23713,2019,01
78931,SSH,MTY,LATAM,6XZX3ETY77WC43456,2019,01
67231,BOG,MSP,American,TS2HVJBBRGT714292,2019,01
54157,EBB,CPH,Emirates,7P00DMAB3EKV42934,2019,01
77166,BEL,SZX,Emirates,97W7C4TYC1E521648,2019,01
32435,BOM,AMS,LATAM,WYNBTNC31DLU55880,2019,01
68245,YYZ,POM,American,X5FTGF7Y5XFN92514,2019,02
74887,HAV,HKG,LATAM,N188X4MG13YS47160,2019,02
34990,NRT,PLZ,LATAM,M84WANUG0EX025547,2019,02
69679,STN,SSH,Emirates,3NGXKYX5HGSA49055,2019,02
22074,CAI,DRW,Iberia,1K2HMAYTA6SX50283,2019,02
63000,IST,AMS,Iberia,MP7PPJX88NYC89940,2019,02
84962,BWI,CLT,American,ZYVXG8XKMFGS61259,2019,02
84581,MUN,SZX,British Airways,L9J23J8HPJKU17957,2019,02
53462,BNE,PTY,Emirates,CCBN651UHWUB27250,2019,02
47210,YYZ,MDW,British Airways,P0TUXP80JTX629044,2019,02
57624,TPE,ADL,Emirates,4SX512DJU3Z455237,2019,02
74675,GDL,DUR,British Airways,6ZJ74LYZ9TP758491,2019,02
29916,ARN,ORN,American,2ZARJC3L70AL67688,2019,02
52706,OOL,RUN,British Airways,PDNLGRRKX3BL62433,2019,02
46242,SGN,ZQN,Qatar,TJRV3YBYLUX627632,2019,02
45673,ICN,NTL,British Airways,6144PNZ15TSK92408,2019,02
24280,LAX,PLZ,Qatar,W11LMPR5THZ569752,2019,02
30421,DFW,SCL,LATAM,EBZKMD42XNAK15119,2019,02
81101,MNL,CDG,Iberia,PB6LK7C5P2E720921,2019,02
62675,BOM,ADL,Qatar,N11FDK31JEJ777818,2019,02
38385,ADD,DUR,British Airways,5HBPGVTS7MGS72953,2019,02
63335,CUZ,PLZ,Qatar,0MG53D4650T931520,2019,02
39036,SAN,DAR,LATAM,XU77KX3TBDSV35346,2019,02
49256,NRT,NAN,LATAM,LA5114498ZLK55915,2019,02
57066,MUN,DAR,Iberia,GEBNJTEDSDAD70496,2019,02
76243,SFO,MCO,Iberia,XL754DXZ05E577859,2019,02
39821,CJU,PMI,British Airways,47D5HRT6Y2VG48225,2019,02
54151,AGP,VIE,British Airways,SZPPXMR72GGU44747,2019,02
67250,PTY,RUN,LATAM,YB8M3K5B68TD78024,2019,02
94369,ACC,DOH,LATAM,5NXMZPH5UGNR79947,2019,02
31389,BCN,CUZ,Emirates,C38A2BTSGSZM64209,2019,03
95268,ROK,LGW,LATAM,DM0WY1NS3RKY68505,2019,03
78461,HAV,BCN,Iberia,Z14B6FD2MRPM43158,2019,03
99905,MAN,IST,American,DFRLX68G2MY852899,2019,03
55661,MKY,MCO,Emirates,S987RPX4BGH417922,2019,03
96646,DEL,DXB,British Airways,9VDGNJ7W66VK19131,2019,03
61142,CGK,BOM,Emirates,1T9JJC4PNWFD28592,2019,03
32759,MCO,MIA,LATAM,3B8CMZB106AW23450,2019,03
47637,HBA,IAH,British Airways,MVZC1TNN3RRS70120,2019,03
72985,WLG,MAD,LATAM,4NJ4KRLYPRF877223,2019,03
32022,CWB,DXB,LATAM,BSNEWZ65JMKV97893,2019,03
59939,LGA,VIE,British Airways,C2JGYASP0FDA83732,2019,03
88719,SZX,MDW,Qatar,K71T9PJVR5UD81890,2019,03
94888,NAN,XIY,American,VZ96VGP49XWL39116,2019,03
13387,DKR,JNB,American,7V5LEP8E5GM326480,2019,03
25543,FLL,LAS,Emirates,1P470PL0JMWE53660,2019,03
35463,BKK,CLT,Qatar,PKSM4W590RAL28445,2019,03
33370,DUD,SYD,LATAM,Y71CWKJ0FDGE33795,2019,03
52914,STN,GYN,LATAM,WVUGFTBENKH374944,2019,03
74792,LIS,MSP,LATAM,5E2WU54AHFV171448,2019,03
83003,PMI,NSN,Emirates,GXYYBHGJ1ZLZ39957,2019,03
40110,HKG,STN,British Airways,KZN96N4032D155304,2019,03
62763,NKG,NTL,Emirates,UC3A31G7N0VE28212,2019,03
52392,KIX,MNL,British Airways,RKJ9R3M21RH724387,2019,03
71506,MIA,FOR,Emirates,FFN14Y3JUKA031155,2019,03
36091,TUN,KIX,American,4WLKMLDABBGF12718,2019,03
72905,ATL,DUD,Emirates,6E2TX47YB0VZ15985,2019,03
31318,LIS,DKR,Emirates,EL2DCCUG2RBM34674,2019,03
35381,PMR,ADD,British Airways,5P38FRAD8FTR13832,2019,03
93284,GRU,DMK,American,E3E7AFT018XF13144,2019,03
77385,ZRH,XIY,LATAM,3TRU9ATDY0AD33092,2019,04
31996,AMS,PER,British Airways,BJE7UXPTAFRM67380,2019,04
14058,DFW,ZQN,LATAM,UTG01B9STWFH79357,2019,04
43082,IST,HEL,British Airways,CHYY04118CLD66850,2019,04
17521,MCO,MNL,LATAM,FAFBEB71XHU514295,2019,04
35066,GIG,LGA,LATAM,801LYJ6ZHRPM78579,2019,04
60612,AEP,SDU,British Airways,T1XZV297YYYT45944,2019,04
36000,ADD,CGH,Iberia,L5EYA4M71NUB34708,2019,04
31060,KUL,ABJ,Emirates,MN035RJGZ9VE60461,2019,04
51163,MIR,POM,LATAM,URJ3U84Y5MXY51146,2019,04
85206,YYZ,SAN,British Airways,ANDPV59KKSDB49441,2019,04
42396,HBA,TXL,LATAM,4BY5EW6HMSEV87592,2019,04
30690,MCO,ATL,LATAM,YHHM1JN95AR256725,2019,04
59780,ASP,CWB,Qatar,KELBTH0DK2B983530,2019,04
99181,DCA,ARN,British Airways,DWLC4E9NJDPR84607,2019,04
34293,GIG,SAW,LATAM,VC3TKHYCSEYB79938,2019,04
81209,HGH,CWB,LATAM,DUT39JS50KRL98261,2019,04
97599,FRA,CHC,British Airways,MTZSHE6RZ2CY77707,2019,04
62862,MUN,ATL,Iberia,1JXPCNTN3HBH35789,2019,04
75687,LIS,ARN,British Airways,096E6TY3D6LT95381,2019,04
40155,CAI,FRA,LATAM,H2C0517U7FT444403,2019,04
73450,KIX,GYN,Iberia,NJ1YBUNUFBK456038,2019,04
67564,FOR,LAX,British Airways,TJ69Y1GZ8RJ087888,2019,04
25956,FLL,BNE,American,JR2ARV4U96U046498,2019,04
30215,AYT,YYZ,Iberia,W9ED6EVHKMP965660,2019,04
39263,SIN,VIE,LATAM,APBHUC553ZG137166,2019,04
37445,DOH,CLT,Iberia,S37EF5A0EBXV24132,2019,04
62980,HBA,MAN,LATAM,W2JSLXETN3KB98447,2019,04
24219,SFO,MAN,British Airways,K7GZPB5DZSZK34270,2019,04
43485,CNF,LGW,Iberia,G6DTYG3TP5HE53069,2019,04
91242,BOG,SZX,Iberia,2DD5327EKCSM84444,2019,05
66652,POM,BEL,Iberia,9CK0PSL4TDPL83944,2019,05
61705,ADL,WLG,LATAM,7V8FZGPAPWU867938,2019,05
66607,ATL,DJE,American,XS3N2CJ7W2ZV90965,2019,05
85933,LAS,BOS,Emirates,G5GZ31CJYZNT81938,2019,05
27882,NPE,MRU,British Airways,55UX4E0X8MAT76519,2019,05
19802,ARN,VCP,Qatar,TCTDRLUA3YD060161,2019,05
23171,PTY,AYT,Qatar,VY22L7MM8EXY84254,2019,05
37366,NRT,JED,British Airways,7AABB7BAFZGF97148,2019,05
71431,VCP,MAN,British Airways,HSRMZ4LWHPGM95881,2019,05
75964,PHE,DUB,British Airways,1XGFPYXPKZJ687190,2019,05
50856,POM,ADD,Qatar,3V7SJ2JBLBNK48796,2019,05
16082,ATL,CDG,Qatar,FA49ZU5BCSF184335,2019,05
32210,DRW,YYZ,LATAM,06M0VMPWEJK086574,2019,05
86706,KTA,ADL,Iberia,HRKR2C895YCB98945,2019,05
50993,PHL,DEL,LATAM,81XRUYSEB2XT35002,2019,05
66512,DXB,POA,American,4FPBW1WVL7XT64189,2019,05
92812,CUN,NRT,LATAM,ASKDPTP288PT94918,2019,05
11623,ASP,CKG,Qatar,9ERHA74BM0FU14878,2019,05
63388,POA,CPH,LATAM,NLAACF2GBNV119956,2019,05
25312,LAX,CKG,British Airways,G5G3R5D2C4A328220,2019,05
54506,DEN,AMS,American,K0HXGDA292BU84824,2019,05
81754,SLC,ACC,Qatar,YVW27CVYMHZ614053,2019,05
32538,SDU,PVG,Iberia,E1XJK3VZ8HNR19638,2019,05
90109,FLL,BOG,Iberia,KC7R0T07X2RP63723,2019,05
75488,DXB,MDW,Emirates,XTSR7ZR48PKG65524,2019,05
99757,BOM,ABJ,Emirates,GG8N3FCNJWUJ40949,2019,05
53652,SJO,OOL,Emirates,X3USSWK56BE588967,2019,05
12906,EWR,YYZ,Emirates,YNDZ8EMS1GVA44577,2019,05
26693,POA,MCO,British Airways,RRG6E56EYCMP54864,2019,05
10164,OOL,LOS,LATAM,ZYSHSBXCXEMZ60216,2019,06
59648,MAN,HRG,Qatar,96UP0YYY7JEB31234,2019,06
84562,KMG,ORL,British Airways,6510D3XEXPUW85015,2019,06
91893,CMN,CJU,LATAM,17F34S5L6RUT95237,2019,06
99333,MIR,DUD,American,YB59EBGGPPSA78243,2019,06
54006,SAW,SVO,Emirates,SSAZ3749TBV947901,2019,06
15221,BSB,CUN,British Airways,H80F5R3G7BJN68407,2019,06
58530,PHL,CLT,Iberia,MU8DV908TTEV30808,2019,06
63602,NSN,ORL,LATAM,68V4JM9D7ZYJ97790,2019,06
15400,SDU,BCN,Emirates,L7D02JSX7BSP83981,2019,06
33123,DUD,LAS,British Airways,E6FWNCTT9YFW29293,2019,06
47378,LIM,SIN,Iberia,VXX84ULEZ2K532058,2019,06
61137,MAN,LHR,Qatar,H4V66YHFE9L344041,2019,06
63522,MRU,HKG,Qatar,NRYLV8LACRSG91924,2019,06
14220,FCO,XIY,Emirates,LKJMJ3UAF4ES30976,2019,06
76634,YVR,AGA,Iberia,77NY4BSE0SK868366,2019,06
47422,PVG,ADL,American,9HVEUT9L6XR393216,2019,06
64000,ROK,CAN,Emirates,T69T95Y8AANR48026,2019,06
48776,LGW,KTA,Iberia,6G2MVSUA78LP70584,2019,06
65241,VCP,HBE,American,SPBK3T8T16CC26269,2019,06
23442,MCY,NRT,British Airways,F5V185X98SBC62826,2019,06
15168,AGP,GDL,Qatar,M1VZAZHPCAB990908,2019,06
