aircraftID,name,aircraftType
XU77KX3TBDSV35346,De Havilland Canada DHC-4 Caribou,DHC
LA5114498ZLK55915,Boeing 737-200,732
GEBNJTEDSDAD70496,Airbus A380-800,388
XL754DXZ05E577859,Boeing 767-300,763
47D5HRT6Y2VG48225,Boeing 757-300,753
SZPPXMR72GGU44747,Ilyushin IL62,IL6
YB8M3K5B68TD78024,Boeing 767-200,762
5NXMZPH5UGNR79947,Boeing 737-400,734
C38A2BTSGSZM64209,Airbus A350-1000,351
DM0WY1NS3RKY68505,Douglas DC-9-30,D93
Z14B6FD2MRPM43158,De Havilland Canada DHC-2 Turbo-Beaver,DHR
DFRLX68G2MY852899,De Havilland Canada DHC-3 Otter,DHL
S987RPX4BGH417922,De Havilland Canada DHC-4 Caribou,DHC
9VDGNJ7W66VK19131,Canadair Regional Jet 700,CR7
1T9JJC4PNWFD28592,Embraer E195-E2,295
3B8CMZB106AW23450,Airbus A340-300,343
MVZC1TNN3RRS70120,Antonov An-12,ANF
4NJ4KRLYPRF877223,Airbus A380,380
BSNEWZ65JMKV97893,Boeing 757-300,753
C2JGYASP0FDA83732,McDonnell Douglas MD90,M90
K71T9PJVR5UD81890,Douglas DC-6,D6F
VZ96VGP49XWL39116,Boeing 757,757
7V5LEP8E5GM326480,Antonov An-12,ANF
1P470PL0JMWE53660,Canadair Regional Jet 1000,CRK
PKSM4W590RAL28445,Douglas DC-8-62,D8L
Y71CWKJ0FDGE33795,Boeing 727,727
WVUGFTBENKH374944,McDonnell Douglas MD88,M88
5E2WU54AHFV171448,Antonov An-225 Mriya,A5F
GXYYBHGJ1ZLZ39957,Boeing 727,727
KZN96N4032D155304,Tupolev Tu-134,TU3
UC3A31G7N0VE28212,Embraer RJ145 Amazon,ER4
RKJ9R3M21RH724387,Canadair Regional Jet 900,CR9
FFN14Y3JUKA031155,Boeing 737-900,739
4WLKMLDABBGF12718,Boeing 737 MAX 10,7MJ
6E2TX47YB0VZ15985,Boeing 757-300,753
EL2DCCUG2RBM34674,Douglas DC-9-40,D94
5P38FRAD8FTR13832,Douglas DC-8-72,D8Q
E3E7AFT018XF13144,Antonov An-225 Mriya,A5F
3TRU9ATDY0AD33092,Airbus A319neo,31N
BJE7UXPTAFRM67380,Boeing 737-900,739
UTG01B9STWFH79357,Airbus A310-200,312
CHYY04118CLD66850,Canadair Regional Jet 100,CR1
FAFBEB71XHU514295,Antonov An-32,A32
801LYJ6ZHRPM78579,Douglas DC-9-30,D93
T1XZV297YYYT45944,Lockheed L-188 Electra,LOE
L5EYA4M71NUB34708,Boeing 747SR,74R
MN035RJGZ9VE60461,Boeing 777-300,773
URJ3U84Y5MXY51146,Tupolev Tu-134,TU3
ANDPV59KKSDB49441,Yakovlev Yak-42,YK2
4BY5EW6HMSEV87592,Douglas DC-10,D10
YHHM1JN95AR256725,Boeing 737,737
KELBTH0DK2B983530,Embraer Phenom 300,EP3
DWLC4E9NJDPR84607,Boeing 737-100,731
VC3TKHYCSEYB79938,Boeing 787-8,788
DUT39JS50KRL98261,Douglas DC-9-30,D93
MTZSHE6RZ2CY77707,Antonov An-158,A58
1JXPCNTN3HBH35789,Douglas DC-10,D10
096E6TY3D6LT95381,Douglas DC-9-40,D94
H2C0517U7FT444403,Canadair Regional Jet 1000,CRK
NJ1YBUNUFBK456038,Boeing 717,717
TJ69Y1GZ8RJ087888,Douglas DC-9-40,D94
JR2ARV4U96U046498,Boeing 737-700,73G
W9ED6EVHKMP965660,Boeing 777-300ER,77W
APBHUC553ZG137166,Boeing 767-400,764
S37EF5A0EBXV24132,Canadair CL-44,CL4
W2JSLXETN3KB98447,De Havilland Canada DHC-8-200 Dash 8 / 8Q,DH2
K7GZPB5DZSZK34270,Douglas DC-9-40,D94
G6DTYG3TP5HE53069,Lockheed L-188 Electra,LOE
2DD5327EKCSM84444,McDonnell Douglas MD11,M11
9CK0PSL4TDPL83944,Boeing 757-300,753
7V8FZGPAPWU867938,Airbus A340-600,346
XS3N2CJ7W2ZV90965,Airbus A319,319
G5GZ31CJYZNT81938,Boeing 747-400D,74J
55UX4E0X8MAT76519,Lockheed L-1011 Tristar,L10
TCTDRLUA3YD060161,Douglas DC-9-10,D91
VY22L7MM8EXY84254,Boeing 747-400D,74J
7AABB7BAFZGF97148,Airbus A310-200,312
HSRMZ4LWHPGM95881,Airbus A300,AB3
1XGFPYXPKZJ687190,Boeing 737 MAX 9,7M9
3V7SJ2JBLBNK48796,Boeing 737-700,73G
FA49ZU5BCSF184335,Boeing 777-200LR,77L
06M0VMPWEJK086574,Canadair Regional Jet 200,CR2
HRKR2C895YCB98945,De Havilland DH.114 Heron,DHH
81XRUYSEB2XT35002,McDonnell Douglas MD90,M90
4FPBW1WVL7XT64189,Antonov An-225 Mriya,A5F
ASKDPTP288PT94918,Airbus A380,380
9ERHA74BM0FU14878,Boeing 777-200,772
NLAACF2GBNV119956,De Havilland DH.114 Heron,DHH
G5G3R5D2C4A328220,Douglas DC-9-40,D94
K0HXGDA292BU84824,Douglas DC-9-20,D92
YVW27CVYMHZ614053,Douglas DC-6,D6F
E1XJK3VZ8HNR19638,Douglas DC-8-72,D8Q
KC7R0T07X2RP63723,Airbus A321neo,32Q
XTSR7ZR48PKG65524,Antonov An-225 Mriya,A5F
GG8N3FCNJWUJ40949,Boeing 727-100,721
X3USSWK56BE588967,Embraer E190-E2,290
YNDZ8EMS1GVA44577,Airbus A319neo,31N
RRG6E56EYCMP54864,Airbus A310-200,312
ZYSHSBXCXEMZ60216,Boeing 747-400,744
96UP0YYY7JEB31234,De Havilland DH.104 Dove,DHD
6510D3XEXPUW85015,Antonov An-26,A26
17F34S5L6RUT95237,Embraer RJ135,ER3
YB59EBGGPPSA78243,Airbus A330-200,332
SSAZ3749TBV947901,Embraer Legacy 600,ER3
H80F5R3G7BJN68407,Boeing 737 MAX 10,7MJ
MU8DV908TTEV30808,McDonnell Douglas MD87,M87
68V4JM9D7ZYJ97790,Douglas DC-8-72,D8Q
L7D02JSX7BSP83981,Ilyushin IL76,IL7
E6FWNCTT9YFW29293,Douglas DC-8-72,D8Q
VXX84ULEZ2K532058,Airbus A310,310
H4V66YHFE9L344041,Airbus A321,321
NRYLV8LACRSG91924,Airbus A330-900neo,339
LKJMJ3UAF4ES30976,Airbus A330-800neo,338
77NY4BSE0SK868366,Douglas DC-9-10,D91
9HVEUT9L6XR393216,Embraer 195,E95
T69T95Y8AANR48026,Airbus A330-800neo,338
6G2MVSUA78LP70584,Boeing 787-10,781
SPBK3T8T16CC26269,Douglas DC-10-30,D1Y
F5V185X98SBC62826,Boeing 727,727
M1VZAZHPCAB990908,Douglas DC-9-10,D91
3Z8JML1S6EUM49773,Boeing 737-400,734
NT7HRY2X19GG53044,McDonnell Douglas MD87,M87
2HLV7CK2V8U211391,Boeing 757-200,752
AGZ3YYAUR3SB57328,Boeing 747-200,742
ZANG659KRERZ78644,De Havilland Canada DHC-2 Turbo-Beaver,DHR
ELUJ5A22ZPWJ67360,De Havilland Canada DHC-8-300 Dash 8 / 8Q,DH3
77G7B1USNZM213546,Boeing 727-200,722
KLS4D4FDWVX613394,Boeing 727,727
X1JXJXZ6HBC739391,Yakovlev Yak-40,YK4
GBEMM414NWXT84437,Boeing 787-10,781
XVFLYAB28EYD81679,Canadair Challenger,CCJ
TEXSYNB2JNFR42475,Boeing 737 MAX 10,7MJ
YE7BAJ5SRXH960058,Boeing 757-200,752
DRVPHZAWZEAZ46118,Boeing 747SR,74R
H0RF3FY1XWNU38724,Boeing 737,737
U5D1AP5XNUN437558,Airbus A321neo,32Q
MVGD063VDJC750067,Boeing 720B,B72
ZYKMZWG1LPUW63262,De Havilland Canada DHC-8-400 Dash 8Q,DH4
NWLU94479TNL91028,Boeing 747-8,748
VDFBHFUTWYF884605,McDonnell Douglas MD83,M83
PAP1X50MNEW035782,Tupolev Tu-204,T20
32PLWAHRT8YV94757,Boeing 777-300,773
PVRR4AYGZDFF34760,De Havilland Canada DHC-8-100 Dash 8 / 8Q,DH1
JXSF2JKGE0VE30133,Canadair Challenger,CCJ
9DEJ6XGFUMED50911,Airbus A340-600,346
0CK93GKJ6NWP21590,Embraer Phenom 300,EP3
R2FF73MTLTRM13941,Antonov An-140,A40
JLD66WVH2KD993309,Boeing 757-300,753
U3SR3J1A5KLF95176,Lockheed L-188 Electra,LOE
TFY00LJMKDEH33542,Lockheed L-182 / 282 / 382 (L-100) Hercules,LOH
ST6K576KVYL938399,Boeing 787-9,789
YYG4T6DR68CW37628,De Havilland Canada DHC-3 Otter,DHL
RSAZPHNRCNT399586,Boeing 787-10,781
CX6U54N86JYS36359,Boeing 787-10,781
5X6ZEZT4S5SN84327,De Havilland Canada DHC-2 Turbo-Beaver,DHR
NDMMUPX2NDZ612630,Boeing 787-9,789
50V3EAD0N8JZ30393,Boeing 727-200,722
2035SPY5ZGHF79173,Boeing 777-200LR,77L
34ZJ4ME710RD90006,Airbus A319neo,31N
XGZTY6SJ59SA27858,McDonnell Douglas MD90,M90
A3JN91KKKVYD50031,Airbus A320neo,32N
DUMU78HHA4FG97820,De Havilland Canada DHC-8-200 Dash 8 / 8Q,DH2
PXAZMWHE5BLF41797,Embraer 175,E75
2CZVNXNPETGR16435,McDonnell Douglas MD81,M81
CP140UG1Z2XW14794,Airbus A340-600,346
CJBL8L61Z9MD31933,Airbus A320,320
5FWGRP7ZFSRG97209,Boeing 737-700,73G
42DU311TY4LX57012,Lockheed L-188 Electra,LOE
WFAZ13YU79D366235,Canadair Regional Jet 705,CRA
U6VM7DGEBKNV10427,Airbus A350,350
1CUEHVJ7FTZM55005,Douglas DC-10-30,D1Y
HXBWSARTYWWA27950,Airbus A350,350
2GNUSB7NJ4WD22765,Boeing 720B,B72
WB5W3168Z2JD47781,De Havilland Canada DHC-3 Otter,DHL
SU5JN5HSN5VD71283,Boeing 747-400D,74J
4BFJ6ZJ277S151277,Embraer RJ140,ERD
ZXFW1F1YZ2P229958,Douglas DC-8-72,D8Q
U2LH88PSBLG177894,Douglas DC-8-72,D8Q
BAJGX8ZZUPGH72243,Boeing 720B,B72
L8SWHSS69SDZ86131,Antonov An-30,A30
7T2L0KLF0LCM37183,Douglas DC-8-62,D8L
WBZJ2STH89TD65572,Boeing 737 MAX 9,7M9
JZYSU2UNDJRW47852,Antonov An-32,A32
2F5W5NH494KP24630,Lockheed L-188 Electra,LOE
04394Y4Y8WEB94131,Douglas DC-10-30,D1Y
K6LX2APL73TF75100,Boeing 757-300,753
PC75WRZGLAKK20956,Boeing 737-200,732
RBBBKXTPG9YH62707,Douglas DC-9-50,D95
P2C2E7XM6PJG93053,Antonov An-26,A26
7E2YLT1G2KLD64750,Canadair Challenger,CCJ
628PL380SYCR99092,Boeing 737 MAX 8,7M8
DD5ANFGB9KUA87865,Antonov An-225 Mriya,A5F
BJFCED1YR5TP63612,Boeing 787-9,789
VLR7370ZRHXU88969,Embraer E195-E2,295
G1ZYCB86BWG719118,Douglas DC-6,D6F
6S95FH4WUZK556443,Antonov An-124 Ruslan,A4F
DSSLFLJ6TZGH46176,Lockheed L-1011 Tristar,L10
ZDLVF2L9FTXG58262,Airbus A319,319
0SZ8URP0K7Z751888,Lockheed L-1049 Super Constellation,L49
2WJXAD5DHCGD79471,Airbus A330,330
XW89MXGD4ZWD53968,Douglas DC-8-62,D8L
5U89PT0920EL45778,Airbus A330-900neo,339
M6R802KT0FLN60887,Yakovlev Yak-40,YK4
CYBHN6L52ST879126,Canadair Regional Jet 900,CR9
5J4T34WRKAWM42861,Airbus A380,380
BHVFML43VHE678377,McDonnell Douglas MD90,M90
4JVWXJ8BJ9SG87218,Antonov An-26,A26
4ASRSN65D7VM66823,McDonnell Douglas MD82,M82
83Z5VYACK2MM87599,De Havilland Canada DHC-2 Turbo-Beaver,DHR
YF4UG493WKMJ88909,De Havilland Canada DHC-8-300 Dash 8 / 8Q,DH3
8TZDE195EATP57172,Ilyushin IL114,I14
66YGGRTPK3AT50316,Boeing 737 MAX 7,7M7
MVS4EM9G0BHM96803,Airbus A319,319
DZJVCSLJ96MK97071,Antonov An-24,AN4
YNMH1N7RUDBW72923,Airbus A330-300,333
KWK90N3LS2TW87991,Boeing 767-400,764
ZFJCZ7T3PZAG51043,Boeing 737-400,734
E51X50CW2YY530702,Boeing 747-400D,74J
JV6M511PR2UN91113,De Havilland Canada DHC-2 Beaver,DHP
D7RPCSZ0Y0G061700,Boeing 747,747
49BMZ8V9DMJK67785,Ilyushin IL114,I14
J93N60F2NCLH88469,McDonnell Douglas MD83,M83
01K86G4M6MF581538,Embraer E195-E2,295
8Y9DJP458YPF82138,De Havilland DH.114 Heron,DHH
YF7DWNZPA4Z096997,Embraer Legacy 600,ER3
GEYSYRNUZYZ573430,Canadair Regional Jet 705,CRA
KYYLB35DM8P917522,Yakovlev Yak-42,YK2
YGLLEXKJB7K635251,Boeing 737-600,736
TC0RKY0HSYYJ76662,Airbus A310-300,313
71SBUL7ER3GV25892,Douglas DC-9-20,D92
X1H9DSYE4PSC65641,Antonov An-225 Mriya,A5F
7UTFL31ZH4XV94504,Airbus A330-200,332
S9ZA1Y07Z8NX50710,Antonov An-124 Ruslan,A4F
PZUVWMD7YSV945818,Douglas DC-10,D10
7U06125H6JJU91092,Douglas DC-10-30,D1Y
R9059K96SHWX84764,Boeing 787,787
7VGTYUVYLCZP78702,Canadair Regional Jet 900,CR9
P4KYRLR25ZSJ87557,Boeing 737 MAX 7,7M7
ZCP1CXRE16BE66035,Canadair Regional Jet 200,CR2
3ABZ5RP11AWV60178,Canadair Regional Jet 200,CR2
U601P1X4EDAP86031,De Havilland Canada DHC-6 Twin Otter,DHT
NVWRTBYHSYG774717,Boeing 737 MAX 7,7M7
BZ5RXXRU8GG012650,Yakovlev Yak-40,YK4
UTPPUYJ269E819767,Boeing 777-200LR,77L
G3K4KWLBSUFK12460,Boeing 717,717
1UU15JF8WMF499981,Airbus A319neo,31N
228L2R0NP9HM76933,Sukhoi Superjet 100-95,SU9
N7F3ZBLMBVET89988,Embraer Phenom 100,EP1
UKFCJKPGASLR40274,Embraer Phenom 300,EP3
SJHXM4ZWPMTR54368,Sukhoi Superjet 100-95,SU9
W16SDJ8WTLES14396,Embraer 175,E75
2SWW5SPM45SW51101,Boeing 757-200,752
M5F383L9M2KW55361,Airbus A300,AB3
FG27YYBZXYCJ31550,Boeing 747-300,743
DRK1VACMSXFV55827,Boeing 777-200,772
RZWZJVY0X9B526473,Boeing 737-700,73G
TCTLU2YVM1DA26539,Ilyushin IL18,IL8
P0YM7ACHYKT136185,Boeing 787-8,788
ALJLGSN06JPL59487,Airbus A350-900,359
DX5BPRRU30SY21470,De Havilland Canada DHC-8-300 Dash 8 / 8Q,DH3
6SW9T00JMEGE43517,Antonov An-30,A30
16NRU6MVH2M854607,Embraer RJ145 Amazon,ER4
BTZ23BP40NSU74450,Yakovlev Yak-40,YK4
XC9JRBE0LLUX82609,McDonnell Douglas MD81,M81
TRSE5UE70HL017712,Boeing 747-400D,74J
SR5DRX4C8MA869114,McDonnell Douglas MD82,M82
8G4974JJDZPH60298,De Havilland Canada DHC-3 Otter,DHL
DAXWP92APPC319752,Douglas DC-8-50,D8T
X5AEXGX90BVR60343,Boeing 787-10,781
CT0EBYFJCHTJ19737,Antonov An-32,A32
268C0A0TYMSM15535,Boeing 707,703
E0KD3PKX27NT74647,Airbus A380-800,388
5EFB14U3E3YB29670,Airbus A319,319
44NEY3486DPV96212,Antonov An-32,A32
32SZH8PKVHP847202,Antonov An-28,A28
FACLPNW98BY664820,Boeing 717,717
MDJ43MXZ65E637259,Boeing 747-400D,74J
UA13BFJS7PTM83655,Boeing 767-300,763
DPCDF5155UDX97626,Douglas DC-8-72,D8Q
0GG8H4G2B1X167393,Boeing 747-8,748
FEX7HYMKFXA495443,De Havilland Canada DHC-8-200 Dash 8 / 8Q,DH2
KT4ENS71URFJ21317,Boeing 767-400,764
SPPZETZMTAXJ13457,Boeing 777,777
0ZRCGH0VDFHL28436,Boeing 777-200LR,77L
4YX42LKHPGFL26217,Antonov An-124 Ruslan,A4F
GYFV7HCKYABY29314,Douglas DC-10,D10
S1R5DH0DHPXM47024,Boeing 747SR,74R
Y1VCV5PWRNLK80147,Antonov An-26,A26
ZXKNXAG0L7GT86088,Boeing 747,747
AUCGW8V3AUBH69969,Antonov An-225 Mriya,A5F
R22VMFTU6PK499804,Ilyushin IL18,IL8
WGL2VD5RHESU19710,Boeing 737-400,734
W51SHZ6A81SV10511,Boeing 757-200,752
1RVKNVLZ38S712162,Boeing 737-700,73G
5KHM8RN1NLJU97663,Airbus A300,AB3
P6G3MM8UT4XW46629,Boeing 747-400,744
4KEFGWFSLMR912186,Embraer E190-E2,290
ABC4PFZ2PCP656911,Airbus A321neo,32Q
VS9GDUSE7YE345271,Antonov An-158,A58
C2CY5W81G9JS90858,McDonnell Douglas MD81,M81
H6XJLLC79TX092246,Douglas DC-9-40,D94
H9LVB1ZHR5R711396,Douglas DC-9-40,D94
T17PTHZ269YR77588,Antonov An-24,AN4
P93BLCDHGTKC38426,Boeing 747-100,741
ZTY4C6EMK5GP82004,Antonov An-148,A81
99M2F8UNWDRG17347,Boeing 727,727
W2Z8AC1UU9D238575,McDonnell Douglas MD82,M82
MPLMJB50M5P772288,Embraer Phenom 100,EP1
F24DNZ29NGFT64497,Boeing 737 MAX 10,7MJ
M6GC9VARS5X376346,McDonnell Douglas MD90,M90
5T5T619Z5WVF92654,Airbus A340-300,343
593721NG26R080199,Embraer 175,E75
BA73H8SPFHGE27245,Airbus A310,310
7N684GJ4WBUF72063,Antonov An-24,AN4
824799JF37NT32318,Embraer 190,E90
ZZPHXWP62FDA43998,Boeing 720B,B72
0VYRU9PDJMW957244,Boeing 777-300ER,77W
F6YMR3K5W9Y680929,Antonov An-158,A58
6CLKYC7MUZFL69528,Sukhoi Superjet 100-95,SU9
YVRML6L757J464369,Lockheed L-1011 Tristar,L10
YBFN06T4SYR842115,Douglas DC-3,D3F
TKD950XRGTAM76742,McDonnell Douglas MD81,M81
ZS02ZSZRXLZH13321,Airbus A330,330
H7HRVN6XFVWP45884,Antonov An-72,AN7
V9NK6KN914NU30396,Boeing 737,737
90DKURLPLNFA65115,Canadair Regional Jet 900,CR9
UGGUZVR97VJL47314,De Havilland Canada DHC-8-100 Dash 8 / 8Q,DH1
8J39KXXND3BP55844,Antonov An-72,AN7
YW339LXZHRW822792,Boeing 767-200,762
K7TGL1ZE7XAP60720,De Havilland Canada DHC-7 Dash 7,DH7
YE2967V8N6NM22942,Boeing 767-400,764
U6VMXYGS9YZD82156,Airbus A319neo,31N
P111SGVR4AFT17730,Douglas DC-8-50,D8T
Z250WPX1ZUV452372,Boeing 747-8,748
8F08V4GTAZK477785,Boeing 737-400,734
JA3F4UENGJV226204,Boeing 757,757
95D0EXFSC2T696190,Boeing 747SP,74L
HWR0SK4MGXWV14024,Boeing 767,767
GCNEEFDKSYZT92331,Canadair Regional Jet 705,CRA
T6LM08TFJ2MA47835,Tupolev Tu-204,T20
8UW21NUT86T836442,Boeing 737-800,738
CTP9HD3D4KU296973,McDonnell Douglas MD88,M88
VN3V5X3TBEC283913,McDonnell Douglas MD11,M11
D7BE2AC7JMBS74656,Airbus A330-800neo,338
ZVLCY65ZYHHK87388,Boeing 747SP,74L
ZNXGLAMW9RTZ51929,De Havilland Canada DHC-2 Turbo-Beaver,DHR
MGKC848K9UZP13980,Tupolev Tu-134,TU3
W7D1RFBV1EK485461,Boeing 757-300,753
VREZN5KVY7M831609,Boeing 767-200,762
V7V1AKBL8XZ986805,Embraer 170,E70
EXFDT1ZP2SMA10113,McDonnell Douglas MD88,M88
K3NP0LNY8PM427497,De Havilland Canada DHC-8-100 Dash 8 / 8Q,DH1
50FDLDNBBRP926306,Embraer 170,E70
YXP42XY05UGB25268,Embraer Phenom 100,EP1
50EBEMKTGYAG32933,Antonov An-28,A28
1GYFWKVBGYM614021,Boeing 767-300,763
6AC9TN0885G428306,Airbus A330-200,332
3Y8S2P7NJSHA20451,McDonnell Douglas MD82,M82
LN0DNYAT0GJA97126,Aerospatiale/BAC Concorde,SSC
506CD2EVM7N910725,Airbus A310-300,313
S7AXEZH0MDD090629,Lockheed L-182 / 282 / 382 (L-100) Hercules,LOH
7X40LJGNKSSB21826,Aerospatiale/BAC Concorde,SSC
6Z570TT0U0NE72599,Boeing 777,777
267C950917BW25372,Yakovlev Yak-40,YK4
PTG7KYCTTHVU88519,Antonov An-140,A40
4BE95LPAB6ZV18325,Boeing 737 MAX 9,7M9
13HS3M5EGPS311427,De Havilland DH.104 Dove,DHD
KPTX8UHFMCAE28381,Antonov An-32,A32
SBG4KNKJH7GN14321,Airbus A310-300,313
C152ZMDHJTP425906,Lockheed L-188 Electra,LOE
VD9YZLG5L6W553258,Boeing 737-600,736
ULBFGSP4XEWC88862,Boeing 737,737
U0JRY6SC8TX635851,Boeing 737-600,736
SJNZYATVFUKD27495,Boeing 727-200,722
M8CXTEVYSPP282476,Airbus A340-300,343
U6U47D2BUCN962939,Boeing 747-100,741
WS05VTKJJ5CS81929,De Havilland Canada DHC-8-400 Dash 8Q,DH4
8R43UA1L25UW18993,Douglas DC-3,D3F
S9SF3X9GVXSC43875,Airbus A310-300,313
ANGAGL6FTXK174685,Airbus A340-500,345
TV0T819MXBZ796496,Embraer 170,E70
Y03AY3AE80Y759292,Antonov An-12,ANF
000PGPZAZJYZ91688,Airbus A340-600,346
UX9STBKV4XX076230,Embraer RJ145 Amazon,ER4
UGD69TAG0JZ260533,Ilyushin IL96-300,I93
TM586NZWE4U262020,Antonov An-158,A58
73WSN33GTDXR78278,Boeing 777-300ER,77W
VMPRE92GWBJW85799,Douglas DC-9-50,D95
K2DTPAZUXUDW12177,Antonov An-30,A30
TX1J73LKU5E672229,Airbus A320neo,32N
FEHL933533AM71207,De Havilland Canada DHC-8-400 Dash 8Q,DH4
CVSYTLB8P4HU92633,Ilyushin IL76,IL7
P9903C6J2BAC28756,Boeing 747-8,748
KT6502TVDMGB99945,Boeing 747SP,74L
71SNZ32L58G970229,Boeing 747-200,742
E6HXC0T78CNM79378,Antonov An-28,A28
96YMDJNNMMNZ94533,Douglas DC-9-30,D93
HX7E6MJYJNGB49891,Ilyushin IL96-300,I93
2ZKFGR93PUWC63110,McDonnell Douglas MD90,M90
TBB2XU866CUB63271,Antonov An-148,A81
FKYZ6379K4JW89884,Antonov An-32,A32
6E12WZDB7NH518265,Boeing 737-100,731
Y4TJ2PT1CEWD62154,Canadair Regional Jet 705,CRA
CNMYZNE7G6J032144,Lockheed L-1011 Tristar,L10
2G15ANZT4BNC97181,Airbus A350-1000,351
6ZMAXTC3W3XE99698,Antonov An-24,AN4
F5DY5ZXR87UY17500,Airbus A380-800,388
25SL4LNAY2MT17317,Douglas DC-9-30,D93
GZSTHMTZSUAC61293,Ilyushin IL114,I14
R6G71XUEG9BX46472,Ilyushin IL86,ILW
DBF0YRC0UJH830423,Douglas DC-10-10,D1X
HLE2DR789ZES74612,Boeing 737-300,733
UNXU5CRH04DD29050,Airbus A330-900neo,339
HLW1GJTCJ6GH84161,Embraer Legacy 600,ER3
L096MB2L12H210753,Airbus A318,318
3EWKYFA3MLLD36093,Airbus A330-800neo,338
JYD3AFSP67JU77114,Ilyushin IL114,I14
NL7YPY5T2RK017502,De Havilland Canada DHC-4 Caribou,DHC
62GL1PU26CY985972,Boeing 737-800,738
ZPB8SW3EK5T865036,Boeing 777-200LR,77L
PCCTH8LBH3BV42665,De Havilland DH.104 Dove,DHD
4W32BFHL97T597513,Boeing 747-400,744
9RVKMB1T6CJC42734,De Havilland Canada DHC-8-200 Dash 8 / 8Q,DH2
C7KPH56UTBM381444,Airbus A321,321
TCWJGCA5VBBE22137,Douglas DC-8-72,D8Q
GLGB1NSSVWPN48722,Lockheed L-1011 Tristar,L10
95S0ERFAM7AB69354,Boeing 737-400,734
FWVXP0D4ZURE73798,Boeing 737-100,731
JCWT7HKNUFDT24186,Tupolev Tu-134,TU3
2R9T208AC0WU61103,Antonov An-24,AN4
JVSVXE8S54D820692,Aerospatiale/BAC Concorde,SSC
20TKRX5E5KGU46339,Douglas DC-8-50,D8T
N931WWWL2JA282796,Antonov An-24,AN4
GU5KFC3NTVYP86900,Airbus A340-500,345
E4B5L7UEV9K639441,Douglas DC-10-10,D1X
VCVGTRM6X4EW91414,Airbus A310-300,313
X8D9BZ20GGJM42142,De Havilland Canada DHC-7 Dash 7,DH7
UUJ474LL0ZSB67209,Boeing 767,767
LTDA6B61ZAX974945,De Havilland Canada DHC-2 Beaver,DHP
0E5BBEZD7WLW52500,Boeing 737-400,734
BEU2KT6FCBT557661,Airbus A319,319
4PGGASSV36H080685,Airbus A330,330
TMFWSBFHSRVJ17574,Antonov An-28,A28
MS74YMGSRPG654745,McDonnell Douglas MD88,M88
78FMTXHYB2D293949,Tupolev Tu-204,T20
1SZRE885Z4YA61714,Boeing 737 MAX 9,7M9
EWTFJHKUBJV868537,Sukhoi Superjet 100-95,SU9
3P23BVV83KK675799,Boeing 737-800,738
X9SY8C8R31GB58786,Embraer E190-E2,290
CM5Z4MHSHCZH11528,Aerospatiale/BAC Concorde,SSC
768YGV59M7YJ78412,Airbus A330-300,333
C34D9G02LSHZ33386,Douglas DC-3,D3F
XL9763DVP6TP90344,Boeing 737 MAX 10,7MJ
6D2EPS2K4BHY10481,Boeing 737-200,732
0E8H5DNBS7LU71321,Tupolev Tu-134,TU3
BZT5HUHKYFP640286,Canadair Regional Jet 705,CRA
FBB8BUTMNVJ152224,Yakovlev Yak-40,YK4
ZN1PXCSLZWTZ14017,Airbus A380-800,388
7CX9A0TG35BU65039,Airbus A350,350
PAJ3EDEDFENB36347,Boeing 737,737
NWW0R6TF36ME41519,Boeing 757,757
YHXH277GJ2SE35605,De Havilland Canada DHC-8-200 Dash 8 / 8Q,DH2
EB63CRLJPFAC64566,Aerospatiale/BAC Concorde,SSC
K19E8UN67LY184297,Boeing 747,747
778NKFXHVHFK44209,Airbus A340-500,345
EG1M8WKC20VJ66481,Antonov An-12,ANF
T7KFWN942RKP10497,De Havilland Canada DHC-8-300 Dash 8 / 8Q,DH3
AAEYYHP73YPL61432,Boeing 747-8,748
J1GZBJ6ZP9RA42949,Boeing 777,777
8XAYJZLRWUTN74963,Boeing 727-100,721
H7BA41JN1FG787178,Airbus A318,318
MV9D80W1GCGV12396,Embraer 195,E95
DR8DB6J4FBAF16245,Antonov An-24,AN4
N7X53CCDXWGJ84801,Boeing 717,717
JPVB441XVANM90579,Airbus A380,380
FJ2KJSJWEAUX99324,Airbus A340,340
KPWHGJ37S4K535029,Boeing 787-10,781
ALGYVPZ1X5AY39613,Embraer RJ140,ERD
E7BLWZVKBRJY50138,Airbus A310,310
9L7E5XVRY7LX35957,Antonov An-28,A28
D2MXWWDKBKE022419,McDonnell Douglas MD90,M90
P7RN1XVZ36J645760,Canadair Regional Jet 1000,CRK
Z2W4JZJWPHTF17717,Airbus A320neo,32N
EBBLS4TEAFF299762,Antonov An-12,ANF
PC8S7HGPJ1CB69951,Boeing 747-400,744
ZH7HW5PSR6H080680,Airbus A310-200,312
5E2FYE42S2M080316,Boeing 787-8,788
8TCVLA6HM3GR51255,De Havilland Canada DHC-8-300 Dash 8 / 8Q,DH3
YYJUF56D0RW631324,Antonov An-32,A32
4C5A6P9YL6WA12623,Antonov An-30,A30
4CGPARA29HBU82024,Canadair Regional Jet 700,CR7
K1L801UDX4CM63047,McDonnell Douglas MD11,M11
UZ2CSB2BWMY885856,Lockheed L-188 Electra,LOE
JZ04TYTL09NA16776,De Havilland Canada DHC-4 Caribou,DHC
58D62GD3CABD91294,Boeing 787-8,788
6GPFY3U18JGX42353,Boeing 757,757
