ticketID,passengerID,flightNumber,flightType,seatNumber
75124083,70012599,40763,first class,32F
64213375,04885092,93613,first class,25C
38587421,44884051,82369,first class,4E
78839147,28757794,10130,first class,25C
39011282,48023440,79864,first class,29F
23771549,27513331,80701,economy,32D
51385520,88689700,55005,economy,13F
27102712,42740381,95694,first class,8F
46911638,42405517,64719,first class,17A
19552046,49924585,20341,bussines,20D
96529762,29439262,80519,economy,31F
99424226,45122657,13061,economy,14C
27345220,35247683,62656,economy,26F
05933082,81076762,81172,economy,14F
97994063,57717545,43617,bussines,18B
69620075,19817000,89497,bussines,3A
48852046,04188877,63225,bussines,31A
41717825,49935893,70626,bussines,9C
65445061,42150430,17228,economy,31B
15055417,95761879,60933,bussines,30D
93486895,63295243,76042,bussines,25D
85451472,03622579,35192,economy,17B
71626604,30474357,15438,economy,32B
40260657,38047267,98645,first class,28C
08605798,36987593,77429,first class,20C
22834317,17377589,21692,bussines,14F
76498994,54851704,23360,bussines,2F
88736813,35496290,36910,first class,2D
08984313,62554901,79105,economy,28E
69789209,22817121,80820,economy,9B
58314917,76667581,96509,bussines,16D
39883475,18898450,24835,economy,1E
37643454,39422795,65992,bussines,32E
94625869,75223432,96718,bussines,29C
84732587,44139258,50344,first class,30F
54709737,14302174,44256,bussines,10A
78753548,14513736,38332,bussines,15B
27511083,70091642,83024,economy,1C
60553600,65827571,31236,bussines,31A
34378928,40651458,89936,bussines,18B
25946262,85933515,99683,economy,14F
87971952,72744346,68944,economy,18C
22315489,80177028,18985,economy,20F
58016043,37453137,47994,bussines,16D
34109443,19463025,14551,first class,30C
36613131,59747230,64824,first class,2D
20556881,28328743,81037,first class,32D
23886348,83512555,61401,bussines,16A
89585964,91034208,29432,first class,12E
76462621,59744467,79498,bussines,8B
77023010,81532073,62675,economy,19C
62805416,86837069,84917,bussines,28F
25592749,52865756,22953,bussines,2D
29862611,53332807,80591,bussines,10F
55000847,21628668,61688,bussines,21B
70501807,82629653,85649,bussines,22E
38771004,77784286,59169,economy,3F
16946257,31804702,58243,economy,24A
42056266,21114370,27479,first class,22C
37393925,00901629,52134,bussines,24C
36220711,55215966,62771,first class,31D
89897138,75631373,47151,bussines,20E
10994684,30218417,11965,bussines,10D
64270213,08972922,82921,first class,17E
36512392,40891655,25135,first class,27E
43832056,74402912,11362,bussines,32F
13084620,04568971,52014,first class,19B
21985910,53699248,74321,economy,5A
12014786,78719867,26563,first class,30F
37696379,05677437,15758,first class,18C
89260240,00418200,35120,bussines,12B
44866658,88400037,95408,bussines,3D
19316490,53981818,47229,first class,13C
43286004,50497325,93528,economy,19A
32865303,27835570,41906,economy,5E
23817836,27652286,21585,first class,27B
35509900,63321187,70555,first class,31C
14566205,37318649,41710,first class,25B
64060800,38408019,60657,bussines,15A
74288476,07538272,60442,bussines,14A
54023093,19603650,91907,bussines,24C
45144939,87698804,12906,first class,11F
80334404,57125551,36449,bussines,25D
95165653,79005156,84924,economy,6E
46537765,59423266,74535,first class,5F
28176891,84598236,43022,economy,10C
35228204,63511270,45631,first class,22E
82829403,11134258,32013,economy,27C
45515719,22429621,39932,first class,16E
65937600,90441849,45887,first class,25B
01886376,83824341,60933,economy,3A
12776159,40384943,82104,first class,27F
79544415,10345039,83669,economy,32E
30292961,47114077,10056,first class,33B
03869870,74516697,24737,economy,13D
90064225,47296176,75331,bussines,30E
49857530,66573435,26963,economy,14E
51531913,10808720,27231,economy,14B
96544568,63556360,85499,bussines,5D
08709775,07363326,87177,bussines,4A
36272708,41948959,72232,economy,13B
10077370,51134816,39080,first class,22D
01540527,16542563,16019,bussines,25C
31723020,33345789,59191,first class,11E
91346649,60574569,65417,economy,26F
33541190,17340064,79600,bussines,28C
54794519,57866412,10245,economy,29B
09534622,82055954,98222,first class,6E
14771243,40081931,50578,economy,26E
38204216,30177797,96148,economy,27C
55866087,79484709,42867,economy,15E
83829135,44527834,34518,first class,21F
06548214,18641479,87630,first class,12E
64341560,97766534,57752,economy,29C
70542487,22784323,87177,economy,2E
30376528,98866186,75661,first class,7E
87015079,46357144,57801,first class,23B
25164633,71321821,30291,economy,3B
26620765,15528350,53872,bussines,25E
75865437,71596110,26791,bussines,32B
82722421,57903117,81050,economy,24B
15521016,15274689,43495,economy,12C
49586556,93220692,69681,economy,22D
82708386,45200153,14611,bussines,22D
98672666,46562172,43801,economy,21E
02693926,68959992,37717,economy,17B
89715333,45017894,79260,first class,22E
84380510,48204396,10909,bussines,3C
25472262,96239276,87249,economy,32E
44754589,85344601,55441,first class,18C
96966961,60676689,20583,first class,4E
11469936,02340743,53617,first class,17E
54591666,82887043,86336,economy,31F
62606338,29757757,75978,bussines,1A
78133545,90306410,35781,first class,30B
88566963,67007533,33229,economy,13F
18952175,59395349,66891,bussines,3E
16289444,99965088,36000,first class,3B
49819942,40587782,18366,bussines,24C
41866015,08535564,83951,bussines,21B
24552894,97162005,77711,first class,16C
79406640,99637577,90774,bussines,27D
01374740,50998033,55344,first class,22B
19527561,78210225,74675,first class,8A
54226567,86234148,50292,bussines,6B
98222854,92365825,36172,economy,31C
51273600,77587048,88095,first class,3D
41332404,59819302,31595,economy,31B
21304364,25359075,59753,first class,22F
55288974,78801390,85872,bussines,16E
36822027,35344740,11041,economy,2A
15026693,77820165,91701,bussines,22B
59412416,87009136,26418,economy,6D
81710198,33918067,59805,bussines,22F
41570203,36281088,48862,first class,4A
29755448,02530297,61666,economy,1E
55207804,70558143,10056,first class,13C
83414022,33482491,99110,bussines,23A
38125179,52220001,51555,bussines,18F
04761959,51562638,32022,first class,27C
08173873,55511190,67561,bussines,16D
44254146,84767438,80349,economy,19C
22605829,60836775,15015,bussines,15D
65015153,22269078,73870,first class,27B
30127578,09570728,62804,first class,19F
20711534,38218429,36354,economy,12C
39028555,48828074,10903,economy,32F
51531898,13819306,26791,bussines,29F
44619839,58713324,49053,first class,10F
58442251,85826383,56363,economy,4A
39366689,85449054,34156,first class,19F
97909180,02124060,67777,economy,19E
10339683,56693248,45747,bussines,32F
06012117,31811229,80274,economy,23F
97749896,22220138,43740,first class,7F
47362494,31130298,34373,economy,9C
86164295,90792185,11406,bussines,14A
32363104,21105681,36000,economy,7B
14980187,68757538,50993,economy,13F
19071117,48872210,75421,economy,19A
37934282,31671446,48862,economy,22D
88686421,26920561,31261,bussines,12D
70102385,18491295,18597,bussines,11A
55414770,00319565,12530,bussines,31E
51025654,71584119,51212,first class,21F
47897709,21938395,91184,first class,3F
84129348,19322719,44442,bussines,10D
41589068,79221285,93157,economy,20A
67649045,14000110,12823,economy,1B
28810720,12602104,92036,bussines,17A
09740394,77661763,36920,bussines,20D
14282874,48069772,66606,first class,2B
72973948,92036361,54006,first class,26A
66910845,91802064,22792,economy,17A
67730519,32837536,66508,bussines,12F
77060352,07015187,17032,first class,6B
97146738,67999908,85206,bussines,20E
43894884,74388241,83898,bussines,30D
49732343,56088895,43829,bussines,30F
50401594,08271481,79680,economy,29C
46888209,74127373,64467,bussines,29B
23216933,83517233,58976,bussines,20B
70138732,92719059,58155,bussines,20D
74420837,49762186,99757,bussines,10B
87307578,97444600,13706,bussines,24B
03755903,35883729,58530,economy,10B
89659826,88209326,59323,bussines,22D
37140587,69513739,99757,bussines,20D
66485561,84156279,56125,economy,23E
55038079,62425305,54716,economy,17A
99624698,80366285,14593,bussines,23E
54579484,67849417,30379,first class,28A
08584021,68214572,87606,first class,31B
20125434,59489653,63567,first class,15A
24482513,44473769,50856,bussines,16C
88759133,95118608,26053,first class,19A
30239109,10623225,32992,first class,15D
51219581,99160032,12686,economy,16E
86339192,54397339,13804,first class,7F
52676438,26625768,22486,first class,18B
11988255,82697776,79595,first class,17D
22058355,89468930,49268,bussines,8F
34171002,94494359,23696,first class,16A
80611120,29940490,11175,first class,8A
82405833,69406642,59395,first class,7F
22455747,14284169,49533,first class,18E
59959780,04991279,13688,economy,29A
19983147,14887401,24486,first class,3D
19533762,14398450,88138,bussines,19E
30598280,93925481,57801,first class,21F
74687893,29409018,21528,bussines,22E
45005585,02721080,24227,bussines,21F
98196595,74050576,45508,first class,12D
54528952,11528122,68651,economy,12D
08349265,89586239,30989,bussines,26D
72532264,44298898,16955,bussines,28C
77118235,20581718,78363,bussines,31B
04626187,46209790,65304,bussines,8D
94383925,42735750,63096,economy,25A
12108581,45538427,50062,bussines,11B
51001183,91751413,33041,first class,17A
13118344,51827588,67539,economy,3C
22290190,93833889,36371,economy,16E
18905926,27629847,27249,bussines,21D
41140010,85053842,44969,economy,25C
95150195,82552440,49425,first class,25A
85208236,92376684,20341,economy,20C
36982500,92304684,76167,bussines,4D
09063887,63991153,75168,economy,25E
21478154,33496319,59117,bussines,5B
04832144,91052124,56790,bussines,26A
17750280,16728882,93710,bussines,26E
89012901,17424215,43703,bussines,12F
20350954,77733763,74182,bussines,3E
74398376,56079443,82237,first class,31E
69767198,39242070,86747,first class,3F
38653375,01497194,87606,first class,16D
52423616,80659970,59395,bussines,10A
19583414,73631594,48527,economy,28A
56722177,52886273,25732,bussines,17C
96080199,23085100,37382,first class,16C
90093904,24828320,81854,first class,24D
78363007,60814988,85765,first class,23B
97117847,23142283,34782,first class,18C
88764839,88912916,14020,first class,31F
27413671,83300822,56408,bussines,23B
58880964,45819554,77679,bussines,27E
47835302,58079068,73622,economy,29E
19534863,50874318,95320,first class,31E
37639541,51758544,13949,bussines,28F
33095305,91419025,72221,bussines,11F
66499509,14566557,32310,bussines,13C
63573187,88736363,64742,economy,7F
37569485,35044493,57813,first class,8C
82090824,21342173,29273,economy,3C
53277107,70885146,47286,economy,20A
53546749,94362893,38551,first class,14C
41607933,49877626,39095,first class,4B
43255207,01659174,50923,first class,17B
04005105,01885077,64334,bussines,17A
10153056,22251088,58406,economy,21A
41558434,51548959,99033,first class,29D
44233213,61645937,22785,bussines,8A
98052946,05337807,69522,first class,7E
64885319,70350961,51969,first class,29C
36714863,66797074,21378,economy,33E
21865709,42474209,81250,economy,20B
67757834,91426681,32013,bussines,2B
25099753,41967489,93275,bussines,19E
65364564,96576458,61007,first class,5F
73324673,70876683,35949,first class,9B
12317798,51121608,59805,bussines,14A
57379704,63968362,11201,economy,15C
51769367,02908713,39675,first class,27F
19905677,69339048,96424,first class,3A
26019854,36933546,79105,first class,15D
97366616,26810848,25465,first class,6F
38197452,06148680,99640,bussines,26A
66895107,52438682,23814,economy,31E
05032456,12902604,65223,economy,18E
23652274,17451569,77526,economy,6B
21241864,19552438,27843,bussines,16F
45090827,46773029,93640,bussines,11C
50101274,89291251,54506,first class,11D
14753717,99313214,19352,economy,17E
55009181,38986948,30690,bussines,12F
06596419,10844238,40230,first class,29A
20411369,08615090,61258,economy,8A
50725879,84352272,34088,first class,3F
76793888,47438271,49256,economy,30D
11878254,50440085,37276,bussines,21B
95964339,79754794,40504,bussines,15D
37126886,04472417,62753,first class,10A
47587938,58805087,16933,first class,29A
51916389,65498955,39017,bussines,30D
45810271,64377236,72253,economy,25C
65053793,37101761,46823,economy,31A
14989747,43095891,78045,first class,31A
15419895,82262262,32219,bussines,1E
24710118,97779719,17521,first class,33F
30731595,29461004,62880,first class,17B
56636420,02026463,84514,first class,12A
14352243,41557586,31652,bussines,27F
03926762,64169946,72762,bussines,23B
01066329,69420759,92513,first class,19A
90693315,21681836,33262,first class,16F
04251984,60095231,11965,first class,5A
58216287,80257676,42396,economy,14C
08285879,87142593,22134,first class,25A
78715456,93406669,35624,economy,6A
05182981,78131221,64816,first class,28B
81137075,28091876,60442,economy,28B
48955888,05992741,88246,economy,17B
75665822,38713585,91506,first class,23F
81663254,89976774,37905,first class,7E
38538529,46362453,31721,economy,13D
64134980,88430595,19615,first class,25B
84734491,94368561,79114,first class,5F
73042793,55738456,40472,first class,20A
18946338,41605448,20564,first class,9A
64150840,82293935,10551,first class,10F
30698274,72852112,83759,economy,19D
47991710,78063482,64474,economy,17D
00904166,27561754,32310,first class,17A
89189967,54590055,42867,bussines,14A
88687328,21114134,72253,first class,10E
22657287,91893020,39987,bussines,24B
12415314,25963224,27329,first class,20A
14619128,54011702,75964,bussines,11A
84081760,56095054,43065,bussines,17E
34709553,52454412,15321,bussines,15D
72824893,93420440,41733,bussines,28B
10961832,54588003,60858,first class,3B
39422880,34642373,87890,first class,13C
63883916,34140565,37758,bussines,31E
30483171,23758704,43740,economy,11D
67559932,62344323,33288,first class,27C
02576702,92472808,36916,bussines,4E
90826304,18626708,63250,first class,25F
10823696,03696804,85110,bussines,25A
57126755,77918729,47646,first class,8C
47644736,21923960,17277,first class,28C
46551550,92497549,31960,bussines,30F
23239227,96496937,54468,economy,29B
24101771,09337326,86664,bussines,9E
44921596,47034299,91167,first class,25A
29146164,48943416,60416,first class,11E
15501201,00204020,55793,economy,9A
78428105,28937099,43336,bussines,9B
87016528,44647013,34627,economy,3C
08891594,09415415,51812,first class,16A
04874764,80056178,73826,economy,14C
92892946,68697376,14058,first class,19F
13572592,66712106,26749,bussines,28E
60631443,66388338,20547,first class,16E
78077882,60697960,52855,first class,1A
82723477,64912886,69767,economy,10C
71184472,58810617,66974,first class,24A
09201388,90791202,41782,economy,24F
03484439,39398997,24308,economy,13D
21953310,47277969,95624,first class,22D
10269354,59383142,59530,first class,15A
52763549,77996471,24249,economy,23B
85560343,66974909,57211,first class,1B
38558950,82286270,62656,economy,25B
95955264,51418845,77631,bussines,15D
73527964,73533738,11364,bussines,30C
66404256,97061491,10830,first class,5D
74429583,64553540,39552,first class,22A
71190163,41008215,62186,first class,11F
43898896,55066485,52855,economy,10C
50697607,11516043,77679,first class,13C
88755596,54556278,31652,economy,13C
26485239,70597978,67261,economy,19D
10611864,07755566,50019,bussines,18D
90558250,50637359,17878,bussines,20C
59617175,49637099,27692,economy,29E
68108787,02486300,52178,first class,13E
63410719,65340769,64528,economy,23A
77002845,18684566,60478,bussines,5C
49765677,16381784,55898,bussines,15D
63750853,48615163,94374,bussines,14D
73456211,23635296,79906,bussines,21E
02397831,00976175,36287,economy,21A
66739622,59696382,40950,first class,10F
74886156,50678195,47730,bussines,29E
21491805,84611144,46041,bussines,4F
89089635,51219970,46447,first class,21C
04774516,49376685,13316,bussines,16E
40287018,96734516,84755,first class,20B
87340907,65748557,33324,bussines,19C
51543841,52833740,53742,bussines,1A
78266029,19697283,41826,first class,8F
69667504,98917380,71684,bussines,19C
79837369,81256577,60347,bussines,8F
50946565,16032417,44824,economy,7E
23350852,27633846,72557,first class,31E
73585239,20177561,39644,economy,33D
90777063,26384796,49226,bussines,20F
36482434,46049960,66401,bussines,5D
22818635,05297619,63687,first class,21D
04986047,94601327,93284,economy,30C
89932580,38271471,19094,bussines,6D
36620596,33420825,58751,first class,21A
27779312,15725538,54354,first class,6E
04213968,34705988,21624,bussines,12E
06343678,33915014,68623,economy,22D
70677129,93266261,75203,bussines,14D
28947373,18062573,25956,bussines,2D
39770060,66752321,54692,economy,5F
18245440,69897163,89310,first class,21F
89071142,33219980,89201,bussines,30B
83356334,58197762,32022,first class,31B
81643958,25696817,16849,first class,4F
73249260,36054734,97270,first class,2C
37662333,10761886,54444,first class,16B
84777172,84661255,88530,economy,15D
55479500,14000905,74535,first class,31B
75499348,03488208,42948,first class,30C
31782748,31795395,23522,economy,29E
18944449,18937883,58842,bussines,14B
02866769,51700343,60890,first class,22A
35984738,60519708,78798,first class,27A
56099966,79428345,59939,economy,5A
05796426,55671454,25292,economy,27E
41325156,60689487,22799,economy,11E
33008832,39359541,26088,economy,10C
48682403,79341566,77160,first class,17C
62391084,69581102,24109,first class,14B
35667382,25622678,57066,first class,29E
97142481,25298535,51457,economy,28F
41676178,16609007,97498,bussines,8B
67454517,45922728,95384,first class,33C
80190843,42304692,73334,bussines,25D
25464060,04357519,77794,first class,28B
36776912,57335031,62194,bussines,25A
53189286,54029894,68023,bussines,2C
98285807,20473661,88138,first class,23C
44997048,01193793,60347,first class,30B
85127782,83947430,31184,economy,10E
79823458,18878367,94374,first class,11F
55325949,28874966,86652,economy,19C
52271481,39840854,63000,first class,28A
99373034,76477963,31060,economy,31C
00580571,74577389,70260,first class,22E
59479843,30358792,51482,first class,3E
54958519,35052346,43747,first class,9B
94177978,15356316,70085,bussines,13B
20182274,30674459,64475,economy,10A
16575335,27976586,84514,first class,21B
52673376,17632670,57642,first class,17E
90937332,12297583,61218,economy,5E
60311250,23633486,15883,economy,19E
05773158,02998525,75661,economy,13B
65315444,58560020,25782,bussines,18D
47961916,27344344,51302,bussines,23B
36274397,72784144,30403,economy,12F
10728980,43801834,78911,first class,3D
44122820,19166224,77711,first class,5B
78768324,47303277,19972,economy,27F
14717467,46630645,73552,economy,29A
55355068,76623482,90032,bussines,16F
09225844,20957388,60262,economy,23D
96009795,07368465,33421,bussines,30F
71949152,10082460,41168,economy,30A
94424849,59617386,36743,economy,10E
76321270,61587547,27882,first class,17B
73855483,41959265,56790,first class,20A
74202186,60507417,20876,first class,1D
42619233,26988577,72972,economy,25B
79016154,53227308,78756,economy,29C
46967398,98828176,54538,economy,12C
86237788,66439923,79498,economy,21D
92650770,19247962,19330,economy,14E
75717060,11489053,84466,economy,13A
73087251,24456559,69814,first class,12A
62022397,32608965,16019,first class,5B
12644759,81697649,70856,economy,26B
55661934,59802920,70085,economy,15E
68728261,04777578,14738,bussines,1E
51672445,49747252,58406,bussines,28C
44737758,85536377,22130,bussines,12A
90733395,59664586,58795,economy,32D
75379334,12034032,78111,economy,25C
63776555,42675243,35270,first class,30E
58663280,53151926,28143,bussines,26B
67593846,22329116,71842,economy,2E
53947604,85577058,37080,bussines,28B
13122134,06124706,22799,economy,33B
14398826,54449964,19035,first class,29E
44607484,35745275,78487,bussines,16A
86458038,22158550,85965,first class,3D
89790993,06713768,67341,first class,10B
44465097,05396487,32992,economy,18D
61109158,91369222,16633,economy,31F
06597728,79256662,33927,first class,25E
25073435,95541825,93130,economy,25E
35510297,00524577,32239,bussines,12E
75383061,55063096,63094,first class,32E
13402878,32359291,90536,first class,1B
65482856,92004176,19295,economy,14C
15944692,75509104,24063,first class,10A
56412521,64258027,95270,first class,27A
94785703,87673269,52690,first class,4F
01834440,70921728,36172,economy,18C
65121821,10703733,97077,economy,24A
71634720,86531526,25733,first class,10A
27479731,01597918,35697,bussines,26C
55268655,52989953,22134,bussines,10B
68515369,65465818,49636,first class,11C
84009608,33368089,75425,bussines,7E
96264030,82794456,28470,first class,21D
54337095,49570883,52441,bussines,31F
98166774,07530425,16597,bussines,7F
82386036,02256963,10210,bussines,2F
35943236,08854592,44541,economy,3F
57256241,55775804,22403,bussines,4C
92234932,27922555,20246,bussines,13A
68885455,21581672,33665,economy,16C
09486586,12259180,54696,first class,14D
41034521,58002867,79379,bussines,25F
55133367,91298055,97470,first class,27F
74008773,43197481,90572,first class,17B
31039686,97307568,13212,economy,30A
46046833,54604316,53870,economy,10C
15758834,10057147,20179,first class,13D
46488178,51086637,43321,bussines,20A
47263926,55374275,53662,economy,6E
11375874,93917855,38712,bussines,23B
69473020,46168868,21121,first class,10B
75183754,00814213,42948,bussines,19B
56232823,06945321,89185,bussines,9F
34963507,40191470,88732,first class,18A
44842893,51841491,47378,economy,3E
44553840,78228827,85179,first class,31F
97471500,11306719,78912,bussines,29F
64151039,92672875,81172,first class,15C
51908878,77826561,62656,bussines,6B
77078006,21858842,96703,bussines,2F
50965593,22450720,39143,first class,14F
48429817,70716504,96057,economy,7E
41254340,53110993,43485,first class,4D
64886116,92593937,32957,economy,29C
05372490,80825761,27058,bussines,26C
94400707,60919254,57819,first class,31E
09798276,02149816,48494,first class,27A
58965297,17765867,97256,bussines,31F
22380435,22988470,69732,bussines,10B
26687378,56961020,24227,first class,15F
13047441,55817512,62118,bussines,6D
77194655,99569903,95412,economy,2A
56286107,97038537,36453,first class,16D
04626157,89932279,34045,first class,27C
46510718,87389252,39294,economy,18E
48589187,65685371,18232,bussines,15B
98363736,55073394,32169,bussines,17A
66981910,64142893,53893,first class,24E
22358317,92856039,34992,bussines,33D
15964805,81074788,63111,economy,21F
13092349,96723984,64824,first class,7A
30148217,77488764,19713,first class,21F
73055982,95259159,14282,bussines,17A
92522662,84654834,95124,bussines,21D
14638546,61121243,38994,economy,8C
99457688,08989964,76053,bussines,20E
65109316,16588942,49592,first class,8C
19258288,98281377,23608,bussines,22C
80705780,23264903,92262,bussines,12F
22178083,05237992,24835,first class,16B
11329876,71648357,44300,bussines,14B
46133346,35942779,70626,bussines,26A
14749201,01322329,78363,bussines,14C
16895291,37401338,22782,economy,32E
43653139,79039645,62206,first class,16D
35668338,99806313,50357,economy,12A
23975191,66811051,17293,economy,6C
38170947,72932429,36172,economy,8F
34606751,74162196,73622,economy,23B
68190736,49077701,95787,bussines,7E
07468987,80595412,50248,first class,20F
45379269,21707096,87196,economy,31A
14387982,71636257,89532,first class,22A
24281296,68191271,28611,first class,21F
86121414,54532242,54085,economy,28D
48221807,08369472,77526,first class,19E
32185400,43602814,21380,first class,16E
83631488,52227183,72533,bussines,14A
53699918,68919553,50744,bussines,29D
16513374,62414160,31684,bussines,30D
04902184,66925735,50482,economy,8A
90605261,71257284,77653,economy,10D
80418434,42614570,65223,bussines,17F
28181501,42603447,56687,bussines,12B
14087282,47758464,12686,economy,16C
86012777,52760042,37506,economy,23A
44710564,09776094,11216,economy,14B
16774458,31593780,47773,economy,14D
24744227,16081585,93994,bussines,27B
17838241,05974128,88540,economy,24D
46999903,12149540,25135,first class,29C
85249510,20732179,28112,economy,19D
37478994,15682429,64824,bussines,1E
36942405,04861943,20583,economy,22C
28677953,12287864,55281,bussines,17A
83680939,40535897,63424,bussines,29B
40281752,91537640,11703,first class,9C
81953745,93470264,14237,bussines,27C
85734040,97494073,99033,economy,33A
13733496,99184257,37801,first class,32B
37445083,75308731,53358,first class,15A
69739240,65133005,93412,economy,5C
25726217,41263073,68267,bussines,22C
06435409,42855074,80489,bussines,25E
02316533,28587574,80005,bussines,32A
35662610,14447645,49797,bussines,28C
38889869,69536161,93451,economy,4E
45551122,37435782,34082,economy,18B
37552635,07486448,82104,first class,22F
10527448,84049062,96829,first class,21A
29304621,34237545,32957,economy,32A
47684518,16753712,37264,bussines,16F
88021219,90922285,36227,bussines,8C
51571368,10517280,12725,bussines,5F
65654131,40678808,53376,economy,23A
59205427,77934618,34712,first class,6E
21014128,44009067,36776,first class,16F
05294820,15110006,77679,first class,31C
67676217,76697061,85206,first class,3B
03959230,09938427,78327,bussines,4F
77577552,24294203,60933,bussines,27E
46468042,52297905,31593,economy,29F
45701708,83532130,50482,first class,24F
87203562,78115759,78045,first class,23F
17589194,96564085,87226,bussines,5E
12918808,55599717,39424,first class,6F
24369813,93157070,20583,first class,18E
83397473,34101340,63225,first class,16E
78355125,06535978,45508,bussines,10C
37809786,11056828,81403,bussines,16D
56893295,45346786,40212,first class,26F
56277440,74217155,38656,bussines,21C
29327021,21139969,29815,bussines,23E
50330260,33691845,26372,bussines,31D
20146551,31628976,60533,economy,28C
65532235,33849583,86014,first class,24A
41257527,89722742,97120,bussines,19A
55070459,75293152,19439,first class,26D
66590788,57971797,13003,first class,4F
30045069,29445522,84489,economy,7C
99302762,70196669,82982,bussines,10D
69559416,03743316,23477,economy,2E
82636140,29757547,42443,first class,12F
49283866,75078482,96215,economy,29B
35621385,13801367,11341,economy,30F
12316975,58859577,14597,bussines,9F
01890036,39393599,56500,first class,9D
12669691,14574876,97667,first class,33E
89109676,43995340,73552,economy,1B
04429347,38374140,11134,economy,14D
26563082,69472508,34045,first class,31C
95210242,69044090,14020,economy,25D
10472744,74180354,47880,first class,31E
57003309,69691953,44776,first class,30D
70834655,80746808,86309,bussines,1E
65806183,22315549,14469,bussines,14B
60896175,62870990,51809,economy,24E
94178541,93390666,18516,first class,30F
75854314,34125664,55859,bussines,23A
32213460,88785476,40713,bussines,4C
23497948,89542700,67278,bussines,21E
30976838,12793388,37745,bussines,16E
42702805,39505935,43084,bussines,30E
87407956,30895237,34984,bussines,11B
26279334,00730974,78384,economy,2C
50619823,06535861,19904,first class,16B
72928447,32687008,97667,bussines,15C
25915765,32814173,80689,bussines,16F
66372682,52726823,27761,bussines,20D
61291718,88592298,30720,bussines,11B
80220980,90221520,91666,bussines,26F
60159199,95339991,34953,economy,26B
54348909,87002061,93449,first class,28B
11960481,54853367,79228,first class,15B
09812227,56598895,41258,first class,29A
41659216,96387502,38381,first class,2A
93781702,27141702,95182,bussines,14B
21777663,16135785,21585,bussines,9F
25444438,87326913,21328,first class,21A
13382693,28874990,88564,bussines,15F
61713990,95349559,81696,economy,32B
20809806,11046958,81841,bussines,27C
29037982,19433877,96176,first class,8D
09413073,93686452,51659,bussines,26E
91549981,37124314,34646,bussines,31D
13860912,25289539,17277,first class,2F
22430775,85018834,28470,first class,25C
10116814,98089491,10210,economy,14B
14696404,57777150,85712,first class,16B
49990441,37469675,49028,bussines,4A
32252417,99174826,61705,bussines,17C
39635412,11931580,13509,bussines,4D
91398494,18388918,83983,economy,31A
62363693,25199319,50498,bussines,3B
98438423,27382421,18873,economy,4C
48988724,51035219,63600,first class,13A
52862354,24343381,12562,first class,7B
85541763,38207253,62905,economy,32B
56907257,06289349,14469,bussines,26D
63231339,40660294,52375,bussines,7F
61971702,18839356,32922,bussines,4B
03787263,31192646,58328,economy,8C
09066220,36601879,86833,economy,14A
59499144,22844189,39080,first class,2B
69244501,07968459,24546,economy,27F
64698574,49303604,85892,first class,20F
10123933,98608497,26852,bussines,29B
00100075,68752424,13706,economy,19B
58700732,54104962,28994,first class,2C
90742989,49954676,28115,first class,27F
04426544,17819933,73296,first class,11F
15167993,72631617,36091,first class,18F
83530191,35037351,84917,economy,10B
74870691,57677576,70856,economy,33C
83713692,75022794,42561,bussines,32A
69755471,96154753,64824,first class,7A
37851170,33819904,19680,economy,15A
22795462,64769357,19143,first class,8E
57265430,25666468,61692,economy,22C
11858976,85319441,38641,economy,13E
56451367,56814166,99774,first class,4F
36391971,66713187,24249,first class,21E
56803691,48992526,19536,economy,2C
67855390,12217329,12354,economy,5C
80241051,64545202,49268,economy,24D
50239288,91676892,55858,bussines,28F
46090461,32224444,97706,economy,20F
65868940,41222009,41240,first class,5C
72275220,82397006,47306,first class,18C
75455391,27701836,80401,economy,29A
94835207,51837599,16987,bussines,16E
12047485,55507664,55858,bussines,6F
42141624,32427670,19802,economy,24A
04456831,37877102,94219,first class,6C
87379166,67931678,23696,bussines,25D
53806789,37099813,25465,first class,29A
02882539,42793443,62581,economy,20D
03734369,88910234,52067,bussines,26B
24967821,71545792,54239,economy,15D
19136288,64081825,35287,economy,3F
20968579,82210764,29629,first class,31C
27185906,41834372,99195,first class,32C
17098986,73709303,52947,first class,24B
33138620,04842900,43902,first class,27E
15792684,64826280,80392,first class,3B
21767676,63928026,54737,bussines,21F
63081301,51266531,37080,economy,27D
38411601,98052814,36275,bussines,23A
23936560,10023919,10123,bussines,9C
79741372,40111537,95384,first class,25A
03742930,17823968,86581,bussines,4E
90121701,21355790,38385,bussines,15A
89095761,63765692,15495,economy,20A
81013219,61072945,29081,economy,18F
05249077,95816036,83367,economy,22D
09833117,08555305,61382,first class,6E
60278055,04711599,73296,bussines,13E
34974461,87450814,46309,bussines,9A
06299177,95179617,59442,first class,7C
04430147,32781426,15758,economy,26A
58936829,38266595,65997,economy,23C
99748219,08746631,15321,first class,30E
06881909,50850590,35929,bussines,29A
05064368,61380657,40763,first class,25C
74404260,71048294,87848,economy,8A
63030110,86564014,23987,bussines,12D
37531124,98887616,40472,first class,28D
65358831,17912499,67528,economy,31E
55071682,85671130,33618,bussines,27B
67321926,81550869,47497,bussines,2D
38290416,27174053,16476,bussines,6C
23923894,97540516,82259,economy,10D
14603680,18651901,33756,bussines,4E
48552034,42076869,35192,bussines,24E
79459565,87241601,63600,bussines,14F
39991122,85257694,31721,first class,29F
